"","Site","Archipelago","Island","Island_Site","Depth","Quadrat","Category","Cover"
"62","GAMMAN1","Gambier","Mangareva",1,6,14,"Others",1.33
"63","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_branching",5.33
"64","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_encrusting",17.33
"65","GAMMAN1","Gambier","Mangareva",1,6,14,"Scleractinian_massive",1.33
"66","GAMMAN1","Gambier","Mangareva",1,6,15,"Fixed substrate",64
"67","GAMMAN1","Gambier","Mangareva",1,6,15,"Fleshy macroalgae",1.33
"68","GAMMAN1","Gambier","Mangareva",1,6,15,"Scleractinian_encrusting",32
"69","GAMMAN1","Gambier","Mangareva",1,6,15,"Scleractinian_massive",2.67
"70","GAMMAN1","Gambier","Mangareva",1,6,16,"CCA",5.33
"71","GAMMAN1","Gambier","Mangareva",1,6,16,"Fixed substrate",92
"72","GAMMAN1","Gambier","Mangareva",1,6,16,"Halimeda",1.33
"73","GAMMAN1","Gambier","Mangareva",1,6,16,"Scleractinian_branching",1.33
"74","GAMMAN1","Gambier","Mangareva",1,6,17,"CCA",2.67
"75","GAMMAN1","Gambier","Mangareva",1,6,17,"Fixed substrate",86.66
"76","GAMMAN1","Gambier","Mangareva",1,6,17,"Fleshy macroalgae",2.67
"77","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_branching",1.33
"78","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_encrusting",2.67
"79","GAMMAN1","Gambier","Mangareva",1,6,17,"Scleractinian_massive",4
"80","GAMMAN1","Gambier","Mangareva",1,6,18,"CCA",6.67
"81","GAMMAN1","Gambier","Mangareva",1,6,18,"Fixed substrate",70.67
"82","GAMMAN1","Gambier","Mangareva",1,6,18,"Fleshy macroalgae",10.67
"83","GAMMAN1","Gambier","Mangareva",1,6,18,"Scleractinian_branching",6.67
"84","GAMMAN1","Gambier","Mangareva",1,6,18,"Scleractinian_massive",5.33
"85","GAMMAN1","Gambier","Mangareva",1,6,19,"Fixed substrate",78.66
"86","GAMMAN1","Gambier","Mangareva",1,6,19,"Fleshy macroalgae",5.33
"87","GAMMAN1","Gambier","Mangareva",1,6,19,"Scleractinian_branching",12
"88","GAMMAN1","Gambier","Mangareva",1,6,19,"Scleractinian_massive",4
"89","GAMMAN1","Gambier","Mangareva",1,6,20,"CCA",1.33
"90","GAMMAN1","Gambier","Mangareva",1,6,20,"Fixed substrate",96.01
"91","GAMMAN1","Gambier","Mangareva",1,6,20,"Scleractinian_encrusting",2.67
"92","GAMMAN1","Gambier","Mangareva",1,6,21,"CCA",1.33
"93","GAMMAN1","Gambier","Mangareva",1,6,21,"Fixed substrate",94.67
"94","GAMMAN1","Gambier","Mangareva",1,6,21,"Fleshy macroalgae",1.33
"95","GAMMAN1","Gambier","Mangareva",1,6,21,"Scleractinian_branching",2.67
"96","GAMMAN1","Gambier","Mangareva",1,6,22,"CCA",1.33
"97","GAMMAN1","Gambier","Mangareva",1,6,22,"Fixed substrate",76
"98","GAMMAN1","Gambier","Mangareva",1,6,22,"Scleractinian_branching",12
"99","GAMMAN1","Gambier","Mangareva",1,6,22,"Scleractinian_encrusting",1.33
"100","GAMMAN1","Gambier","Mangareva",1,6,22,"Sediment substrate",9.33
"101","GAMMAN1","Gambier","Mangareva",1,6,23,"CCA",8
"102","GAMMAN1","Gambier","Mangareva",1,6,23,"Fixed substrate",76
"103","GAMMAN1","Gambier","Mangareva",1,6,23,"Halimeda",4
"104","GAMMAN1","Gambier","Mangareva",1,6,23,"Scleractinian_branching",10.67
"105","GAMMAN1","Gambier","Mangareva",1,6,23,"Scleractinian_massive",1.33
"106","GAMMAN1","Gambier","Mangareva",1,6,24,"Fixed substrate",93.33
"107","GAMMAN1","Gambier","Mangareva",1,6,24,"Fleshy macroalgae",2.67
"108","GAMMAN1","Gambier","Mangareva",1,6,24,"Scleractinian_massive",4
"109","GAMMAN1","Gambier","Mangareva",1,6,25,"CCA",2.67
"110","GAMMAN1","Gambier","Mangareva",1,6,25,"Fixed substrate",78.67
"111","GAMMAN1","Gambier","Mangareva",1,6,25,"Scleractinian_branching",16
"112","GAMMAN1","Gambier","Mangareva",1,6,25,"Scleractinian_massive",2.67
"113","GAMMAN1","Gambier","Mangareva",1,6,26,"Fixed substrate",78.67
"114","GAMMAN1","Gambier","Mangareva",1,6,26,"Fleshy macroalgae",8
"115","GAMMAN1","Gambier","Mangareva",1,6,26,"Rubble",1.33
"116","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_branching",4
"117","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_encrusting",2.67
"118","GAMMAN1","Gambier","Mangareva",1,6,26,"Scleractinian_massive",5.34
"119","GAMMAN1","Gambier","Mangareva",1,6,27,"CCA",6.67
"120","GAMMAN1","Gambier","Mangareva",1,6,27,"Fixed substrate",54.67
"121","GAMMAN1","Gambier","Mangareva",1,6,27,"Halimeda",1.33
"122","GAMMAN1","Gambier","Mangareva",1,6,27,"Scleractinian_encrusting",6.66
"123","GAMMAN1","Gambier","Mangareva",1,6,27,"Scleractinian_massive",30.67
"124","GAMMAN1","Gambier","Mangareva",1,6,28,"CCA",1.33
"125","GAMMAN1","Gambier","Mangareva",1,6,28,"Fixed substrate",90.66
"126","GAMMAN1","Gambier","Mangareva",1,6,28,"Scleractinian_branching",1.33
"127","GAMMAN1","Gambier","Mangareva",1,6,28,"Scleractinian_massive",6.67
"128","GAMMAN1","Gambier","Mangareva",1,6,29,"CCA",4
"129","GAMMAN1","Gambier","Mangareva",1,6,29,"Fixed substrate",78.67
"130","GAMMAN1","Gambier","Mangareva",1,6,29,"Halimeda",2.67
"131","GAMMAN1","Gambier","Mangareva",1,6,29,"Scleractinian_branching",13.33
"132","GAMMAN1","Gambier","Mangareva",1,6,29,"Scleractinian_massive",1.33
"133","GAMMAN1","Gambier","Mangareva",1,6,30,"CCA",4
"134","GAMMAN1","Gambier","Mangareva",1,6,30,"Fixed substrate",94.67
"135","GAMMAN1","Gambier","Mangareva",1,6,30,"Scleractinian_branching",1.33
"136","GAMMAN1","Gambier","Mangareva",1,20,1,"CCA",1.33
"137","GAMMAN1","Gambier","Mangareva",1,20,1,"Fixed substrate",74.67
"138","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_branching",5.33
"139","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_massive",6.67
"140","GAMMAN1","Gambier","Mangareva",1,20,1,"Scleractinian_solitary",2.67
"141","GAMMAN1","Gambier","Mangareva",1,20,1,"Sediment substrate",9.33
"142","GAMMAN1","Gambier","Mangareva",1,20,2,"CCA",1.33
"143","GAMMAN1","Gambier","Mangareva",1,20,2,"Fixed substrate",66.67
"144","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_branching",1.33
"145","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_encrusting",2.67
"146","GAMMAN1","Gambier","Mangareva",1,20,2,"Scleractinian_massive",28
"147","GAMMAN1","Gambier","Mangareva",1,20,3,"CCA",1.33
"148","GAMMAN1","Gambier","Mangareva",1,20,3,"Fixed substrate",88
"149","GAMMAN1","Gambier","Mangareva",1,20,3,"Scleractinian_branching",1.33
"150","GAMMAN1","Gambier","Mangareva",1,20,3,"Scleractinian_massive",9.33
"151","GAMMAN1","Gambier","Mangareva",1,20,4,"CCA",1.33
"152","GAMMAN1","Gambier","Mangareva",1,20,4,"Fixed substrate",82.66
"153","GAMMAN1","Gambier","Mangareva",1,20,4,"Rubble",4
"154","GAMMAN1","Gambier","Mangareva",1,20,4,"Scleractinian_branching",9.33
"155","GAMMAN1","Gambier","Mangareva",1,20,4,"Scleractinian_encrusting",2.66
"156","GAMMAN1","Gambier","Mangareva",1,20,5,"Fixed substrate",80
"157","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_branching",1.33
"158","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_encrusting",1.33
"159","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_massive",16
"160","GAMMAN1","Gambier","Mangareva",1,20,5,"Scleractinian_solitary",1.33
"161","GAMMAN1","Gambier","Mangareva",1,20,6,"CCA",4
"162","GAMMAN1","Gambier","Mangareva",1,20,6,"Fixed substrate",86.67
"163","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_branching",1.33
"164","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_encrusting",2.66
"165","GAMMAN1","Gambier","Mangareva",1,20,6,"Scleractinian_massive",5.33
"166","GAMMAN1","Gambier","Mangareva",1,20,7,"Fixed substrate",64
"167","GAMMAN1","Gambier","Mangareva",1,20,7,"Others",1.33
"168","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_branching",14.67
"169","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_encrusting",1.33
"170","GAMMAN1","Gambier","Mangareva",1,20,7,"Scleractinian_massive",18.67
"171","GAMMAN1","Gambier","Mangareva",1,20,8,"CCA",1.33
"172","GAMMAN1","Gambier","Mangareva",1,20,8,"Fixed substrate",77.33
"173","GAMMAN1","Gambier","Mangareva",1,20,8,"Rubble",9.33
"174","GAMMAN1","Gambier","Mangareva",1,20,8,"Scleractinian_encrusting",5.34
"175","GAMMAN1","Gambier","Mangareva",1,20,8,"Scleractinian_massive",6.66
"176","GAMMAN1","Gambier","Mangareva",1,20,9,"Fixed substrate",64
"177","GAMMAN1","Gambier","Mangareva",1,20,9,"Scleractinian_encrusting",1.33
"178","GAMMAN1","Gambier","Mangareva",1,20,9,"Scleractinian_massive",34.65
"179","GAMMAN1","Gambier","Mangareva",1,20,10,"Fixed substrate",66.67
"180","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_branching",10.67
"181","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_encrusting",2.67
"182","GAMMAN1","Gambier","Mangareva",1,20,10,"Scleractinian_massive",20
"183","GAMMAN1","Gambier","Mangareva",1,20,11,"CCA",1.33
"184","GAMMAN1","Gambier","Mangareva",1,20,11,"Fixed substrate",81.33
"185","GAMMAN1","Gambier","Mangareva",1,20,11,"Scleractinian_branching",10.67
"186","GAMMAN1","Gambier","Mangareva",1,20,11,"Scleractinian_massive",2.67
"187","GAMMAN1","Gambier","Mangareva",1,20,11,"Sediment substrate",4
"188","GAMMAN1","Gambier","Mangareva",1,20,12,"Fixed substrate",96
"189","GAMMAN1","Gambier","Mangareva",1,20,12,"Scleractinian_massive",4
"190","GAMMAN1","Gambier","Mangareva",1,20,13,"Fixed substrate",82.67
"191","GAMMAN1","Gambier","Mangareva",1,20,13,"Scleractinian_branching",4
"192","GAMMAN1","Gambier","Mangareva",1,20,13,"Scleractinian_massive",13.33
"193","GAMMAN1","Gambier","Mangareva",1,20,14,"Fixed substrate",76
"194","GAMMAN1","Gambier","Mangareva",1,20,14,"Scleractinian_encrusting",1.33
"195","GAMMAN1","Gambier","Mangareva",1,20,14,"Scleractinian_massive",12
"196","GAMMAN1","Gambier","Mangareva",1,20,14,"Sediment substrate",10.67
"197","GAMMAN1","Gambier","Mangareva",1,20,15,"CCA",1.33
"198","GAMMAN1","Gambier","Mangareva",1,20,15,"Fixed substrate",85.33
"199","GAMMAN1","Gambier","Mangareva",1,20,15,"Rubble",2.67
"200","GAMMAN1","Gambier","Mangareva",1,20,15,"Scleractinian_encrusting",2.66
"201","GAMMAN1","Gambier","Mangareva",1,20,15,"Scleractinian_massive",4
"202","GAMMAN1","Gambier","Mangareva",1,20,15,"Sediment substrate",4
"203","GAMMAN1","Gambier","Mangareva",1,20,16,"CCA",2.67
"204","GAMMAN1","Gambier","Mangareva",1,20,16,"Fixed substrate",84
"205","GAMMAN1","Gambier","Mangareva",1,20,16,"Rubble",4
"206","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_branching",1.33
"207","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_encrusting",1.33
"208","GAMMAN1","Gambier","Mangareva",1,20,16,"Scleractinian_massive",6.66
"209","GAMMAN1","Gambier","Mangareva",1,20,17,"Fixed substrate",50.67
"210","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_branching",26.67
"211","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_encrusting",2.66
"212","GAMMAN1","Gambier","Mangareva",1,20,17,"Scleractinian_massive",19.99
"213","GAMMAN1","Gambier","Mangareva",1,20,18,"CCA",1.33
"214","GAMMAN1","Gambier","Mangareva",1,20,18,"Fixed substrate",80.01
"215","GAMMAN1","Gambier","Mangareva",1,20,18,"Rubble",1.33
"216","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_branching",2.67
"217","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_encrusting",1.33
"218","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_laminar",2.67
"219","GAMMAN1","Gambier","Mangareva",1,20,18,"Scleractinian_massive",10.67
"220","GAMMAN1","Gambier","Mangareva",1,20,19,"CCA",2.67
"221","GAMMAN1","Gambier","Mangareva",1,20,19,"Fixed substrate",72
"222","GAMMAN1","Gambier","Mangareva",1,20,19,"Scleractinian_branching",8
"223","GAMMAN1","Gambier","Mangareva",1,20,19,"Scleractinian_massive",17.33
"224","GAMMAN1","Gambier","Mangareva",1,20,20,"CCA",1.33
"225","GAMMAN1","Gambier","Mangareva",1,20,20,"Fixed substrate",53.34
"226","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_branching",2.67
"227","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_encrusting",1.33
"228","GAMMAN1","Gambier","Mangareva",1,20,20,"Scleractinian_massive",40
"229","GAMMAN1","Gambier","Mangareva",1,20,20,"Sediment substrate",1.33
"230","GAMMAN1","Gambier","Mangareva",1,20,21,"Fixed substrate",74.66
"231","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_branching",1.33
"232","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_massive",22.66
"233","GAMMAN1","Gambier","Mangareva",1,20,21,"Scleractinian_solitary",1.33
"234","GAMMAN1","Gambier","Mangareva",1,20,22,"Fixed substrate",22.67
"235","GAMMAN1","Gambier","Mangareva",1,20,22,"Scleractinian_branching",8
"236","GAMMAN1","Gambier","Mangareva",1,20,22,"Scleractinian_massive",69.33
"237","GAMMAN1","Gambier","Mangareva",1,20,23,"Fixed substrate",84
"238","GAMMAN1","Gambier","Mangareva",1,20,23,"Scleractinian_encrusting",1.33
"239","GAMMAN1","Gambier","Mangareva",1,20,23,"Scleractinian_massive",14.66
"240","GAMMAN1","Gambier","Mangareva",1,20,24,"CCA",4
"241","GAMMAN1","Gambier","Mangareva",1,20,24,"Fixed substrate",78.67
"242","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_branching",4
"243","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_encrusting",4
"244","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_massive",6.67
"245","GAMMAN1","Gambier","Mangareva",1,20,24,"Scleractinian_solitary",1.33
"246","GAMMAN1","Gambier","Mangareva",1,20,24,"Sponges",1.33
"247","GAMMAN1","Gambier","Mangareva",1,20,25,"Fixed substrate",32
"248","GAMMAN1","Gambier","Mangareva",1,20,25,"Scleractinian_massive",62.67
"249","GAMMAN1","Gambier","Mangareva",1,20,25,"Sediment substrate",5.33
"250","GAMMAN1","Gambier","Mangareva",1,20,26,"Fixed substrate",54.66
"251","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_branching",2.66
"252","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_encrusting",1.33
"253","GAMMAN1","Gambier","Mangareva",1,20,26,"Scleractinian_massive",6.67
"254","GAMMAN1","Gambier","Mangareva",1,20,26,"Sediment substrate",34.67
"255","GAMMAN1","Gambier","Mangareva",1,20,27,"Fixed substrate",80
"256","GAMMAN1","Gambier","Mangareva",1,20,27,"Rubble",5.33
"257","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_branching",12
"258","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_encrusting",1.33
"259","GAMMAN1","Gambier","Mangareva",1,20,27,"Scleractinian_massive",1.33
"260","GAMMAN1","Gambier","Mangareva",1,20,28,"Fixed substrate",73.33
"261","GAMMAN1","Gambier","Mangareva",1,20,28,"Rubble",2.67
"262","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_branching",1.33
"263","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_encrusting",4
"264","GAMMAN1","Gambier","Mangareva",1,20,28,"Scleractinian_massive",18.66
"265","GAMMAN1","Gambier","Mangareva",1,20,29,"Fixed substrate",97.33
"266","GAMMAN1","Gambier","Mangareva",1,20,29,"Scleractinian_branching",2.67
"267","GAMMAN1","Gambier","Mangareva",1,20,30,"Fixed substrate",77.33
"268","GAMMAN1","Gambier","Mangareva",1,20,30,"Rubble",4
"269","GAMMAN1","Gambier","Mangareva",1,20,30,"Scleractinian_branching",1.33
"270","GAMMAN1","Gambier","Mangareva",1,20,30,"Scleractinian_massive",17.33
"271","GAMMAN1","Gambier","Mangareva",1,40,1,"CCA",1.33
"272","GAMMAN1","Gambier","Mangareva",1,40,1,"Fixed substrate",5.33
"273","GAMMAN1","Gambier","Mangareva",1,40,1,"Scleractinian_branching",5.33
"274","GAMMAN1","Gambier","Mangareva",1,40,1,"Scleractinian_massive",88
"275","GAMMAN1","Gambier","Mangareva",1,40,2,"Fixed substrate",42.67
"276","GAMMAN1","Gambier","Mangareva",1,40,2,"Rubble",54.67
"277","GAMMAN1","Gambier","Mangareva",1,40,2,"Scleractinian_branching",2.67
"278","GAMMAN1","Gambier","Mangareva",1,40,3,"CCA",6.67
"279","GAMMAN1","Gambier","Mangareva",1,40,3,"Crustose algae",2.67
"280","GAMMAN1","Gambier","Mangareva",1,40,3,"Fixed substrate",24
"281","GAMMAN1","Gambier","Mangareva",1,40,3,"Rubble",62.67
"282","GAMMAN1","Gambier","Mangareva",1,40,3,"Scleractinian_encrusting",2.67
"283","GAMMAN1","Gambier","Mangareva",1,40,3,"Sponges",1.33
"284","GAMMAN1","Gambier","Mangareva",1,40,4,"CCA",5.33
"285","GAMMAN1","Gambier","Mangareva",1,40,4,"Fixed substrate",76
"286","GAMMAN1","Gambier","Mangareva",1,40,4,"Rubble",4
"287","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_branching",10.67
"288","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_encrusting",1.33
"289","GAMMAN1","Gambier","Mangareva",1,40,4,"Scleractinian_solitary",2.66
"290","GAMMAN1","Gambier","Mangareva",1,40,5,"CCA",4
"291","GAMMAN1","Gambier","Mangareva",1,40,5,"Fixed substrate",84
"292","GAMMAN1","Gambier","Mangareva",1,40,5,"Scleractinian_branching",12
"293","GAMMAN1","Gambier","Mangareva",1,40,6,"Fixed substrate",62.66
"294","GAMMAN1","Gambier","Mangareva",1,40,6,"Rubble",22.67
"295","GAMMAN1","Gambier","Mangareva",1,40,6,"Scleractinian_branching",14.67
"296","GAMMAN1","Gambier","Mangareva",1,40,7,"CCA",6.66
"297","GAMMAN1","Gambier","Mangareva",1,40,7,"Fixed substrate",17.33
"298","GAMMAN1","Gambier","Mangareva",1,40,7,"Rubble",76
"299","GAMMAN1","Gambier","Mangareva",1,40,8,"CCA",5.33
"300","GAMMAN1","Gambier","Mangareva",1,40,8,"Fixed substrate",10.67
"301","GAMMAN1","Gambier","Mangareva",1,40,8,"Rubble",80
"302","GAMMAN1","Gambier","Mangareva",1,40,8,"Scleractinian_branching",4
"303","GAMMAN1","Gambier","Mangareva",1,40,9,"CCA",5.33
"304","GAMMAN1","Gambier","Mangareva",1,40,9,"Fixed substrate",44
"305","GAMMAN1","Gambier","Mangareva",1,40,9,"Rubble",49.33
"306","GAMMAN1","Gambier","Mangareva",1,40,9,"Scleractinian_massive",1.33
"307","GAMMAN1","Gambier","Mangareva",1,40,10,"CCA",5.33
"308","GAMMAN1","Gambier","Mangareva",1,40,10,"Fixed substrate",28
"309","GAMMAN1","Gambier","Mangareva",1,40,10,"Rubble",25.33
"310","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_branching",1.33
"311","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_encrusting",1.33
"312","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_massive",37.34
"313","GAMMAN1","Gambier","Mangareva",1,40,10,"Scleractinian_solitary",1.33
"314","GAMMAN1","Gambier","Mangareva",1,40,11,"CCA",2.67
"315","GAMMAN1","Gambier","Mangareva",1,40,11,"Fixed substrate",80
"316","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_branching",13.33
"317","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_massive",2.67
"318","GAMMAN1","Gambier","Mangareva",1,40,11,"Scleractinian_solitary",1.33
"319","GAMMAN1","Gambier","Mangareva",1,40,12,"Fixed substrate",48
"320","GAMMAN1","Gambier","Mangareva",1,40,12,"Scleractinian_encrusting",1.33
"321","GAMMAN1","Gambier","Mangareva",1,40,12,"Scleractinian_massive",50.66
"322","GAMMAN1","Gambier","Mangareva",1,40,13,"CCA",2.67
"323","GAMMAN1","Gambier","Mangareva",1,40,13,"Fixed substrate",66.67
"324","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_branching",8
"325","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_encrusting",1.33
"326","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_massive",20
"327","GAMMAN1","Gambier","Mangareva",1,40,13,"Scleractinian_solitary",1.33
"328","GAMMAN1","Gambier","Mangareva",1,40,14,"CCA",2.67
"329","GAMMAN1","Gambier","Mangareva",1,40,14,"Fixed substrate",68
"330","GAMMAN1","Gambier","Mangareva",1,40,14,"Rubble",5.33
"331","GAMMAN1","Gambier","Mangareva",1,40,14,"Scleractinian_massive",22.67
"332","GAMMAN1","Gambier","Mangareva",1,40,14,"Scleractinian_solitary",1.33
"333","GAMMAN1","Gambier","Mangareva",1,40,15,"CCA",6.67
"334","GAMMAN1","Gambier","Mangareva",1,40,15,"Fixed substrate",25.33
"335","GAMMAN1","Gambier","Mangareva",1,40,15,"Rubble",65.33
"336","GAMMAN1","Gambier","Mangareva",1,40,15,"Scleractinian_solitary",2.67
"337","GAMMAN1","Gambier","Mangareva",1,40,16,"CCA",9.33
"338","GAMMAN1","Gambier","Mangareva",1,40,16,"Fixed substrate",52
"339","GAMMAN1","Gambier","Mangareva",1,40,16,"Rubble",20
